"Kod";"Nazwa";"Wskaźniki";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
0262000;"Powiat m. Legnica";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2021";73,3;"osoba";"";
0262000;"Powiat m. Legnica";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2022";75,0;"osoba";"";
0262000;"Powiat m. Legnica";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2023";76,4;"osoba";"";
0262000;"Powiat m. Legnica";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2024";77,5;"osoba";"";
0263000;"Powiat m. Wałbrzych do 2002";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2002";56,9;"osoba";"";
0263000;"Powiat m. Wałbrzych do 2002";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2003";;"osoba";"";
0263000;"Powiat m. Wałbrzych do 2002";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2004";;"osoba";"";
0263000;"Powiat m. Wałbrzych do 2002";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2005";;"osoba";"";
0263000;"Powiat m. Wałbrzych do 2002";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2006";;"osoba";"";
0263000;"Powiat m. Wałbrzych do 2002";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2007";;"osoba";"";
0263000;"Powiat m. Wałbrzych do 2002";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2008";;"osoba";"";
0263000;"Powiat m. Wałbrzych do 2002";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2009";;"osoba";"";
0263000;"Powiat m. Wałbrzych do 2002";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2010";;"osoba";"";
0263000;"Powiat m. Wałbrzych do 2002";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2011";;"osoba";"";
0263000;"Powiat m. Wałbrzych do 2002";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2012";;"osoba";"";
0263000;"Powiat m. Wałbrzych do 2002";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2013";;"osoba";"";
0263000;"Powiat m. Wałbrzych do 2002";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2014";;"osoba";"";
0263000;"Powiat m. Wałbrzych do 2002";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2015";;"osoba";"";
0263000;"Powiat m. Wałbrzych do 2002";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2016";;"osoba";"";
0263000;"Powiat m. Wałbrzych do 2002";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2017";;"osoba";"";
0263000;"Powiat m. Wałbrzych do 2002";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2018";;"osoba";"";
0263000;"Powiat m. Wałbrzych do 2002";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2019";;"osoba";"";
0263000;"Powiat m. Wałbrzych do 2002";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2020";;"osoba";"";
0263000;"Powiat m. Wałbrzych do 2002";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2021";;"osoba";"";
0263000;"Powiat m. Wałbrzych do 2002";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2022";;"osoba";"";
0263000;"Powiat m. Wałbrzych do 2002";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2023";;"osoba";"";
0263000;"Powiat m. Wałbrzych do 2002";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2024";;"osoba";"";
0264000;"Powiat m. Wrocław";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2002";51,8;"osoba";"";
0264000;"Powiat m. Wrocław";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2003";50,4;"osoba";"";
0264000;"Powiat m. Wrocław";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2004";49,7;"osoba";"";
0264000;"Powiat m. Wrocław";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2005";49,2;"osoba";"";
0264000;"Powiat m. Wrocław";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2006";49,3;"osoba";"";
0264000;"Powiat m. Wrocław";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2007";49,7;"osoba";"";
0264000;"Powiat m. Wrocław";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2008";50,3;"osoba";"";
0264000;"Powiat m. Wrocław";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2009";51,1;"osoba";"";
0264000;"Powiat m. Wrocław";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2010";51,9;"osoba";"";
0264000;"Powiat m. Wrocław";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2011";53,5;"osoba";"";
0264000;"Powiat m. Wrocław";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2012";55,3;"osoba";"";
0264000;"Powiat m. Wrocław";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2013";57,3;"osoba";"";
0264000;"Powiat m. Wrocław";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2014";59,4;"osoba";"";
0264000;"Powiat m. Wrocław";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2015";61,7;"osoba";"";
0264000;"Powiat m. Wrocław";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2016";64,3;"osoba";"";
0264000;"Powiat m. Wrocław";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2017";66,7;"osoba";"";
0264000;"Powiat m. Wrocław";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2018";68,9;"osoba";"";
0264000;"Powiat m. Wrocław";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2019";70,7;"osoba";"";
0264000;"Powiat m. Wrocław";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2020";62,0;"osoba";"";
0264000;"Powiat m. Wrocław";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2021";62,9;"osoba";"";
0264000;"Powiat m. Wrocław";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2022";63,8;"osoba";"";
0264000;"Powiat m. Wrocław";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2023";64,4;"osoba";"";
0264000;"Powiat m. Wrocław";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2024";64,6;"osoba";"";
0265000;"Powiat m. Wałbrzych od 2013";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2002";;"osoba";"";
0265000;"Powiat m. Wałbrzych od 2013";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2003";;"osoba";"";
0265000;"Powiat m. Wałbrzych od 2013";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2004";;"osoba";"";
0265000;"Powiat m. Wałbrzych od 2013";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2005";;"osoba";"";
0265000;"Powiat m. Wałbrzych od 2013";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2006";;"osoba";"";
0265000;"Powiat m. Wałbrzych od 2013";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2007";;"osoba";"";
0265000;"Powiat m. Wałbrzych od 2013";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2008";;"osoba";"";
0265000;"Powiat m. Wałbrzych od 2013";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2009";;"osoba";"";
0265000;"Powiat m. Wałbrzych od 2013";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2010";;"osoba";"";
0265000;"Powiat m. Wałbrzych od 2013";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2011";;"osoba";"";
0265000;"Powiat m. Wałbrzych od 2013";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2012";;"osoba";"";
0265000;"Powiat m. Wałbrzych od 2013";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2013";57,8;"osoba";"";
0265000;"Powiat m. Wałbrzych od 2013";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2014";59,6;"osoba";"";
0265000;"Powiat m. Wałbrzych od 2013";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2015";61,8;"osoba";"";
0265000;"Powiat m. Wałbrzych od 2013";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2016";64,1;"osoba";"";
0265000;"Powiat m. Wałbrzych od 2013";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2017";66,7;"osoba";"";
0265000;"Powiat m. Wałbrzych od 2013";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2018";69,3;"osoba";"";
0265000;"Powiat m. Wałbrzych od 2013";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2019";71,8;"osoba";"";
0265000;"Powiat m. Wałbrzych od 2013";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2020";74,5;"osoba";"";
0265000;"Powiat m. Wałbrzych od 2013";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2021";76,5;"osoba";"";
0265000;"Powiat m. Wałbrzych od 2013";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2022";78,3;"osoba";"";
0265000;"Powiat m. Wałbrzych od 2013";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2023";79,9;"osoba";"";
0265000;"Powiat m. Wałbrzych od 2013";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2024";81,1;"osoba";"";
0401000;"Powiat aleksandrowski";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2002";64,0;"osoba";"";
0401000;"Powiat aleksandrowski";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2003";62,1;"osoba";"";
0401000;"Powiat aleksandrowski";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2004";60,6;"osoba";"";
0401000;"Powiat aleksandrowski";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2005";59,1;"osoba";"";
0401000;"Powiat aleksandrowski";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2006";58,4;"osoba";"";
0401000;"Powiat aleksandrowski";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2007";57,9;"osoba";"";
0401000;"Powiat aleksandrowski";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2008";57,5;"osoba";"";
0401000;"Powiat aleksandrowski";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2009";57,5;"osoba";"";
0401000;"Powiat aleksandrowski";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2010";57,4;"osoba";"";
0401000;"Powiat aleksandrowski";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2011";58,0;"osoba";"";
0401000;"Powiat aleksandrowski";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2012";58,3;"osoba";"";
0401000;"Powiat aleksandrowski";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2013";58,7;"osoba";"";
0401000;"Powiat aleksandrowski";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2014";59,3;"osoba";"";
0401000;"Powiat aleksandrowski";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2015";60,3;"osoba";"";
0401000;"Powiat aleksandrowski";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2016";61,5;"osoba";"";
0401000;"Powiat aleksandrowski";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2017";62,6;"osoba";"";
0401000;"Powiat aleksandrowski";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2018";64,0;"osoba";"";
0401000;"Powiat aleksandrowski";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2019";65,4;"osoba";"";
0401000;"Powiat aleksandrowski";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2020";71,0;"osoba";"";
0401000;"Powiat aleksandrowski";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2021";72,1;"osoba";"";
0401000;"Powiat aleksandrowski";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2022";72,6;"osoba";"";
0401000;"Powiat aleksandrowski";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2023";73,7;"osoba";"";
0401000;"Powiat aleksandrowski";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2024";73,8;"osoba";"";
0402000;"Powiat brodnicki";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2002";68,7;"osoba";"";
0402000;"Powiat brodnicki";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2003";66,2;"osoba";"";
0402000;"Powiat brodnicki";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2004";63,9;"osoba";"";
0402000;"Powiat brodnicki";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2005";62,0;"osoba";"";
0402000;"Powiat brodnicki";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2006";60,9;"osoba";"";
0402000;"Powiat brodnicki";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2007";59,9;"osoba";"";
0402000;"Powiat brodnicki";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2008";58,8;"osoba";"";
0402000;"Powiat brodnicki";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2009";57,9;"osoba";"";
0402000;"Powiat brodnicki";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2010";56,5;"osoba";"";
0402000;"Powiat brodnicki";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2011";56,4;"osoba";"";
0402000;"Powiat brodnicki";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2012";56,6;"osoba";"";
0402000;"Powiat brodnicki";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2013";57,1;"osoba";"";
0402000;"Powiat brodnicki";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2014";57,8;"osoba";"";
0402000;"Powiat brodnicki";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2015";58,4;"osoba";"";
0402000;"Powiat brodnicki";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2016";59,5;"osoba";"";
0402000;"Powiat brodnicki";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2017";60,7;"osoba";"";
0402000;"Powiat brodnicki";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2018";61,9;"osoba";"";
0402000;"Powiat brodnicki";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2019";63,5;"osoba";"";
0402000;"Powiat brodnicki";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2020";66,3;"osoba";"";
0402000;"Powiat brodnicki";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2021";67,8;"osoba";"";
0402000;"Powiat brodnicki";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2022";69,1;"osoba";"";
0402000;"Powiat brodnicki";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2023";70,2;"osoba";"";
0402000;"Powiat brodnicki";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2024";70,6;"osoba";"";
0403000;"Powiat bydgoski";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2002";61,4;"osoba";"";
0403000;"Powiat bydgoski";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2003";59,2;"osoba";"";
0403000;"Powiat bydgoski";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2004";57,4;"osoba";"";
0403000;"Powiat bydgoski";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2005";55,8;"osoba";"";
0403000;"Powiat bydgoski";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2006";55,1;"osoba";"";
0403000;"Powiat bydgoski";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2007";54,5;"osoba";"";
0403000;"Powiat bydgoski";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2008";53,9;"osoba";"";
0403000;"Powiat bydgoski";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2009";53,2;"osoba";"";
0403000;"Powiat bydgoski";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2010";53,3;"osoba";"";
0403000;"Powiat bydgoski";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2011";53,7;"osoba";"";
0403000;"Powiat bydgoski";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2012";53,9;"osoba";"";
0403000;"Powiat bydgoski";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2013";54,4;"osoba";"";
0403000;"Powiat bydgoski";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2014";54,8;"osoba";"";
0403000;"Powiat bydgoski";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2015";55,7;"osoba";"";
0403000;"Powiat bydgoski";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2016";56,7;"osoba";"";
0403000;"Powiat bydgoski";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2017";57,7;"osoba";"";
0403000;"Powiat bydgoski";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2018";58,7;"osoba";"";
0403000;"Powiat bydgoski";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2019";59,5;"osoba";"";
0403000;"Powiat bydgoski";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2020";63,7;"osoba";"";
0403000;"Powiat bydgoski";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2021";64,4;"osoba";"";
0403000;"Powiat bydgoski";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2022";65,0;"osoba";"";
0403000;"Powiat bydgoski";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2023";65,2;"osoba";"";
0403000;"Powiat bydgoski";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2024";65,3;"osoba";"";
0404000;"Powiat chełmiński";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2002";63,8;"osoba";"";
0404000;"Powiat chełmiński";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2003";61,3;"osoba";"";
0404000;"Powiat chełmiński";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2004";59,3;"osoba";"";
0404000;"Powiat chełmiński";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2005";57,6;"osoba";"";
0404000;"Powiat chełmiński";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2006";56,5;"osoba";"";
0404000;"Powiat chełmiński";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2007";56,1;"osoba";"";
0404000;"Powiat chełmiński";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2008";55,6;"osoba";"";
0404000;"Powiat chełmiński";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2009";55,2;"osoba";"";
0404000;"Powiat chełmiński";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2010";54,5;"osoba";"";
0404000;"Powiat chełmiński";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2011";54,7;"osoba";"";
0404000;"Powiat chełmiński";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2012";55,4;"osoba";"";
0404000;"Powiat chełmiński";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2013";55,9;"osoba";"";
0404000;"Powiat chełmiński";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2014";56,8;"osoba";"";
0404000;"Powiat chełmiński";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2015";57,4;"osoba";"";
0404000;"Powiat chełmiński";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2016";58,5;"osoba";"";
0404000;"Powiat chełmiński";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2017";59,8;"osoba";"";
0404000;"Powiat chełmiński";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2018";61,3;"osoba";"";
0404000;"Powiat chełmiński";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2019";62,5;"osoba";"";
0404000;"Powiat chełmiński";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2020";65,5;"osoba";"";
0404000;"Powiat chełmiński";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2021";66,8;"osoba";"";
0404000;"Powiat chełmiński";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2022";67,4;"osoba";"";
0404000;"Powiat chełmiński";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2023";68,1;"osoba";"";
0404000;"Powiat chełmiński";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2024";68,7;"osoba";"";
0405000;"Powiat golubsko-dobrzyński";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2002";68,8;"osoba";"";
0405000;"Powiat golubsko-dobrzyński";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2003";66,7;"osoba";"";
0405000;"Powiat golubsko-dobrzyński";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2004";64,8;"osoba";"";
0405000;"Powiat golubsko-dobrzyński";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2005";63,4;"osoba";"";
0405000;"Powiat golubsko-dobrzyński";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2006";62,0;"osoba";"";
0405000;"Powiat golubsko-dobrzyński";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2007";60,7;"osoba";"";
0405000;"Powiat golubsko-dobrzyński";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2008";59,5;"osoba";"";
0405000;"Powiat golubsko-dobrzyński";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2009";58,4;"osoba";"";
0405000;"Powiat golubsko-dobrzyński";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2010";57,4;"osoba";"";
0405000;"Powiat golubsko-dobrzyński";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2011";57,5;"osoba";"";
0405000;"Powiat golubsko-dobrzyński";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2012";57,3;"osoba";"";
0405000;"Powiat golubsko-dobrzyński";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2013";57,4;"osoba";"";
0405000;"Powiat golubsko-dobrzyński";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2014";57,5;"osoba";"";
0405000;"Powiat golubsko-dobrzyński";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2015";58,2;"osoba";"";
0405000;"Powiat golubsko-dobrzyński";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2016";58,9;"osoba";"";
0405000;"Powiat golubsko-dobrzyński";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2017";59,8;"osoba";"";
0405000;"Powiat golubsko-dobrzyński";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2018";60,8;"osoba";"";
0405000;"Powiat golubsko-dobrzyński";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2019";62,2;"osoba";"";
0405000;"Powiat golubsko-dobrzyński";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2020";66,6;"osoba";"";
0405000;"Powiat golubsko-dobrzyński";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2021";67,2;"osoba";"";
0405000;"Powiat golubsko-dobrzyński";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2022";67,9;"osoba";"";
0405000;"Powiat golubsko-dobrzyński";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2023";68,7;"osoba";"";
0405000;"Powiat golubsko-dobrzyński";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2024";69,0;"osoba";"";
0406000;"Powiat grudziądzki";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2002";66,9;"osoba";"";
0406000;"Powiat grudziądzki";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2003";64,3;"osoba";"";
0406000;"Powiat grudziądzki";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2004";61,7;"osoba";"";
0406000;"Powiat grudziądzki";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2005";59,2;"osoba";"";
0406000;"Powiat grudziądzki";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2006";58,5;"osoba";"";
0406000;"Powiat grudziądzki";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2007";57,6;"osoba";"";
0406000;"Powiat grudziądzki";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2008";57,1;"osoba";"";
0406000;"Powiat grudziądzki";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2009";56,1;"osoba";"";
0406000;"Powiat grudziądzki";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2010";56,4;"osoba";"";
0406000;"Powiat grudziądzki";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2011";56,4;"osoba";"";
0406000;"Powiat grudziądzki";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2012";56,3;"osoba";"";
0406000;"Powiat grudziądzki";"ludność w wieku nieprodukcyjnym na 100 osób w wieku produkcyjnym";"2013";56,7;"osoba";"";
